day_of_week,hour,casual,registered,measurement_type,value
Thursday,0,3.0,34.0,count,37
Thursday,1,0.0,20.0,count,20
Thursday,2,0.0,5.0,count,5
Thursday,3,3.0,5.0,count,8
Thursday,4,2.0,5.0,count,7
Thursday,5,1.0,30.0,count,31
Thursday,6,5.0,119.0,count,124
Thursday,7,17.0,321.0,count,338
Thursday,8,27.0,364.0,count,391
Thursday,9,23.0,186.0,count,209
Thursday,10,25.0,96.0,count,121
Thursday,11,39.0,120.0,count,159
Thursday,12,31.0,148.0,count,179
Thursday,13,38.0,151.0,count,189
Thursday,14,36.0,134.0,count,170
Thursday,15,25.0,110.0,count,135
Thursday,16,29.0,193.0,count,222
Thursday,17,31.0,230.0,count,261
Thursday,18,22.0,222.0,count,244
Thursday,19,20.0,212.0,count,232
Thursday,20,25.0,223.0,count,248
Thursday,21,11.0,134.0,count,145
Thursday,22,7.0,108.0,count,115
Thursday,23,8.0,61.0,count,69
Friday,0,5.0,43.0,count,48
Friday,1,7.0,19.0,count,26
Friday,2,3.0,7.0,count,10
Friday,3,2.0,4.0,count,6
Friday,4,1.0,3.0,count,4
Friday,5,2.0,30.0,count,32
Friday,6,6.0,87.0,count,93
Friday,7,16.0,283.0,count,299
Friday,8,23.0,386.0,count,409
Friday,9,21.0,189.0,count,210
Friday,10,36.0,104.0,count,140
Friday,11,40.0,139.0,count,179
Friday,12,39.0,212.0,count,251
Friday,13,55.0,168.0,count,223
Friday,14,49.0,176.0,count,225
Friday,15,38.0,165.0,count,203
Friday,16,67.0,291.0,count,358
Friday,17,86.0,480.0,count,566
Friday,18,55.0,427.0,count,482
Friday,19,59.0,256.0,count,315
Friday,20,41.0,184.0,count,225
Friday,21,39.0,124.0,count,163
Friday,22,32.0,135.0,count,167
Friday,23,20.0,106.0,count,126
Saturday,0,28.0,80.0,count,108
Saturday,1,28.0,52.0,count,80
Saturday,2,18.0,61.0,count,79
Saturday,3,7.0,21.0,count,28
Saturday,4,1.0,4.0,count,5
Saturday,5,2.0,3.0,count,5
Saturday,6,5.0,17.0,count,22
Saturday,7,4.0,33.0,count,37
Saturday,8,27.0,81.0,count,108
Saturday,9,32.0,145.0,count,177
Saturday,10,72.0,177.0,count,249
Saturday,11,119.0,248.0,count,367
Saturday,12,115.0,257.0,count,372
Saturday,13,124.0,225.0,count,349
Saturday,14,123.0,174.0,count,297
Saturday,15,148.0,206.0,count,354
Saturday,16,116.0,189.0,count,305
Saturday,17,141.0,218.0,count,359
Saturday,18,95.0,234.0,count,329
Saturday,19,70.0,186.0,count,256
Saturday,20,43.0,133.0,count,176
Saturday,21,49.0,121.0,count,170
Saturday,22,31.0,112.0,count,143
Saturday,23,36.0,100.0,count,136
Sunday,0,24.0,88.0,count,112
Sunday,1,13.0,66.0,count,79
Sunday,2,21.0,68.0,count,89
Sunday,3,11.0,25.0,count,36
Sunday,4,1.0,0.0,count,1
Sunday,5,1.0,5.0,count,6
Sunday,6,2.0,10.0,count,12
Sunday,7,15.0,29.0,count,44
Sunday,8,16.0,53.0,count,69
Sunday,9,46.0,94.0,count,140
Sunday,10,82.0,178.0,count,260
Sunday,11,116.0,201.0,count,317
Sunday,12,135.0,229.0,count,364
Sunday,13,162.0,214.0,count,376
Sunday,14,127.0,184.0,count,311
Sunday,15,132.0,233.0,count,365
Sunday,16,134.0,235.0,count,369
Sunday,17,95.0,230.0,count,325
Sunday,18,66.0,223.0,count,289
Sunday,19,54.0,191.0,count,245
Sunday,20,44.0,136.0,count,180
Sunday,21,37.0,110.0,count,147
Sunday,22,9.0,75.0,count,84
Sunday,23,10.0,44.0,count,54
Monday,0,14.0,23.0,count,37
Monday,1,3.0,7.0,count,10
Monday,2,6.0,7.0,count,13
Monday,3,1.0,4.0,count,5
Monday,4,2.0,6.0,count,8
Monday,5,2.0,26.0,count,28
Monday,6,6.0,107.0,count,113
Monday,7,20.0,312.0,count,332
Monday,8,29.0,391.0,count,420
Monday,9,32.0,183.0,count,215
Monday,10,21.0,84.0,count,105
Monday,11,41.0,98.0,count,139
Monday,12,51.0,138.0,count,189
Monday,13,53.0,124.0,count,177
Monday,14,45.0,143.0,count,188
Monday,15,44.0,143.0,count,187
Monday,16,55.0,208.0,count,263
Monday,17,85.0,483.0,count,568
Monday,18,56.0,484.0,count,540
Monday,19,41.0,333.0,count,374
Monday,20,27.0,204.0,count,231
Monday,21,19.0,181.0,count,200
Monday,22,25.0,104.0,count,129
Monday,23,13.0,55.0,count,68
Tuesday,0,,,count,38
Tuesday,1,,,count,17
Tuesday,2,,,count,13
Tuesday,3,,,count,10
Tuesday,4,,,count,7
Tuesday,5,,,count,28
Tuesday,6,,,count,115
Tuesday,7,,,count,324
Tuesday,8,,,count,286
Tuesday,9,,,count,137
Tuesday,10,,,count,88
Tuesday,11,,,count,82
Tuesday,12,,,count,105
Tuesday,13,,,count,94
Tuesday,14,,,count,111
Tuesday,15,,,count,159
Tuesday,16,,,count,219
Tuesday,17,,,count,512
Tuesday,18,,,count,531
Tuesday,19,,,count,344
Tuesday,20,,,count,231
Tuesday,21,,,count,188
Tuesday,22,,,count,139
Tuesday,23,,,count,90
Wednesday,0,,,count,35
Wednesday,1,,,count,20
Wednesday,2,,,count,13
Wednesday,3,,,count,8
Wednesday,4,,,count,5
Wednesday,5,,,count,24
Wednesday,6,,,count,107
Wednesday,7,,,count,304
Wednesday,8,,,count,434
Wednesday,9,,,count,192
Wednesday,10,,,count,126
Wednesday,11,,,count,148
Wednesday,12,,,count,192
Wednesday,13,,,count,189
Wednesday,14,,,count,195
Wednesday,15,,,count,204
Wednesday,16,,,count,304
Wednesday,17,,,count,441
Wednesday,18,,,count,374
Wednesday,19,,,count,192
Wednesday,20,,,count,137
Wednesday,21,,,count,150
Wednesday,22,,,count,148
Wednesday,23,,,count,104
Thursday,0,,,count,52
Thursday,1,,,count,19
Thursday,2,,,count,14
Thursday,3,,,count,9
Thursday,4,,,count,7
Thursday,5,,,count,29
Thursday,6,,,count,114
Thursday,7,,,count,322
Thursday,8,,,count,435
Thursday,9,,,count,222
Thursday,10,,,count,131
Thursday,11,,,count,137
Thursday,12,,,count,183
Thursday,13,,,count,160
Thursday,14,,,count,156
Thursday,15,,,count,190
Thursday,16,,,count,311
Thursday,17,,,count,510
Thursday,18,,,count,454
Thursday,19,,,count,334
Thursday,20,,,count,228
Thursday,21,,,count,221
Thursday,22,,,count,124
Thursday,23,,,count,97
Friday,0,,,count,60
Friday,1,,,count,27
Friday,2,,,count,17
Friday,3,,,count,10
Friday,4,,,count,8
Friday,5,,,count,40
Friday,6,,,count,154
Friday,7,,,count,261
Friday,8,,,count,408
Friday,9,,,count,187
Friday,10,,,count,105
Friday,11,,,count,117
Friday,12,,,count,147
Friday,13,,,count,112
Friday,14,,,count,108
Friday,15,,,count,156
Friday,16,,,count,226
Friday,17,,,count,373
Friday,18,,,count,401
Friday,19,,,count,386
Friday,20,,,count,287
Friday,21,,,count,236
Friday,22,,,count,226
Friday,23,,,count,127
Saturday,0,,,count,115
Saturday,1,,,count,73
Saturday,2,,,count,53
Saturday,3,,,count,29
Saturday,4,,,count,14
Saturday,5,,,count,21
Saturday,6,,,count,39
Saturday,7,,,count,80
Saturday,8,,,count,150
Saturday,9,,,count,202
Saturday,10,,,count,264
Saturday,11,,,count,349
Saturday,12,,,count,376
Saturday,13,,,count,454
Saturday,14,,,count,442
Saturday,15,,,count,425
Saturday,16,,,count,391
Saturday,17,,,count,484
Saturday,18,,,count,397
Saturday,19,,,count,288
Saturday,20,,,count,267
Saturday,21,,,count,258
Saturday,22,,,count,163
Saturday,23,,,count,132
Sunday,0,,,count,108
Sunday,1,,,count,91
Sunday,2,,,count,58
Sunday,3,,,count,30
Sunday,4,,,count,15
Sunday,5,,,count,30
Sunday,6,,,count,40
Sunday,7,,,count,67
Sunday,8,,,count,125
Sunday,9,,,count,195
Sunday,10,,,count,304
Sunday,11,,,count,406
Sunday,12,,,count,442
Sunday,13,,,count,441
Sunday,14,,,count,412
Sunday,15,,,count,381
Sunday,16,,,count,565
Sunday,17,,,count,490
Sunday,18,,,count,432
Sunday,19,,,count,319
Sunday,20,,,count,272
Sunday,21,,,count,191
Sunday,22,,,count,170
Sunday,23,,,count,84
Monday,0,,,count,26
Monday,1,,,count,15
Monday,2,,,count,10
Monday,3,,,count,6
Monday,4,,,count,6
Monday,5,,,count,24
Monday,6,,,count,83
Monday,7,,,count,250
Monday,8,,,count,358
Monday,9,,,count,164
Monday,10,,,count,90
Monday,11,,,count,131
Monday,12,,,count,154
Monday,13,,,count,153
Monday,14,,,count,157
Monday,15,,,count,183
Monday,16,,,count,282
Monday,17,,,count,495
Monday,18,,,count,388
Monday,19,,,count,289
Monday,20,,,count,177
Monday,21,,,count,135
Monday,22,,,count,87
Monday,23,,,count,55
Tuesday,0,,,count,27
Tuesday,1,,,count,13
Tuesday,2,,,count,9
Tuesday,3,,,count,7
Tuesday,4,,,count,6
Tuesday,5,,,count,23
Tuesday,6,,,count,90
Tuesday,7,,,count,249
Tuesday,8,,,count,385
Tuesday,9,,,count,138
Tuesday,10,,,count,71
Tuesday,11,,,count,107
Tuesday,12,,,count,117
Tuesday,13,,,count,147
Tuesday,14,,,count,132
Tuesday,15,,,count,127
Tuesday,16,,,count,207
Tuesday,17,,,count,324
Tuesday,18,,,count,319
Tuesday,19,,,count,233
Tuesday,20,,,count,252
Tuesday,21,,,count,174
Tuesday,22,,,count,118
Tuesday,23,,,count,76
Wednesday,0,,,count,38
Wednesday,1,,,count,19
Wednesday,2,,,count,10
Wednesday,3,,,count,7
Wednesday,4,,,count,7
Wednesday,5,,,count,24
Wednesday,6,,,count,58
Wednesday,7,,,count,130
Wednesday,8,,,count,184
Wednesday,9,,,count,92
Wednesday,10,,,count,99
Wednesday,11,,,count,128
Wednesday,12,,,count,173
Wednesday,13,,,count,140
Wednesday,14,,,count,175
Wednesday,15,,,count,173
Wednesday,16,,,count,263
Wednesday,17,,,count,483
Wednesday,18,,,count,280
Wednesday,19,,,count,183
Wednesday,20,,,count,117
Wednesday,21,,,count,87
Wednesday,22,,,count,127
Wednesday,23,,,count,65
Thursday,0,,,count,35
Thursday,1,,,count,12
Thursday,2,,,count,8
Thursday,3,,,count,6
Thursday,4,,,count,7
Thursday,5,,,count,27
Thursday,6,,,count,111
Thursday,7,,,count,369
Thursday,8,,,count,607
Thursday,9,,,count,254
Thursday,10,,,count,170
Thursday,11,,,count,213
Thursday,12,,,count,244
Thursday,13,,,count,226
Thursday,14,,,count,226
Thursday,15,,,count,240
Thursday,16,,,count,415
Thursday,17,,,count,725
Thursday,18,,,count,747
Thursday,19,,,count,507
Thursday,20,,,count,382
Thursday,21,,,count,274
Thursday,22,,,count,200
Thursday,23,,,count,115
Friday,0,,,count,56
Friday,1,,,count,29
Friday,2,,,count,16
Friday,3,,,count,10
Friday,4,,,count,8
Friday,5,,,count,32
Friday,6,,,count,117
Friday,7,,,count,330
Friday,8,,,count,600
Friday,9,,,count,313
Friday,10,,,count,220
Friday,11,,,count,268
Friday,12,,,count,298
Friday,13,,,count,296
Friday,14,,,count,291
Friday,15,,,count,310
Friday,16,,,count,456
Friday,17,,,count,703
Friday,18,,,count,566
Friday,19,,,count,386
Friday,20,,,count,275
Friday,21,,,count,216
Friday,22,,,count,182
Friday,23,,,count,145
Saturday,0,24.0,106.0,count,130
Saturday,1,11.0,47.0,count,58
Saturday,2,21.0,46.0,count,67
Saturday,3,8.0,17.0,count,25
Saturday,4,2.0,6.0,count,8
Saturday,5,1.0,4.0,count,5
Saturday,6,4.0,15.0,count,19
Saturday,7,6.0,30.0,count,36
Saturday,8,9.0,58.0,count,67
Saturday,9,17.0,112.0,count,129
Saturday,10,21.0,100.0,count,121
Saturday,11,30.0,102.0,count,132
Saturday,12,28.0,130.0,count,158
Saturday,13,27.0,98.0,count,125
Saturday,14,33.0,147.0,count,180
Saturday,15,41.0,154.0,count,195
Saturday,16,58.0,165.0,count,223
Saturday,17,58.0,170.0,count,228
Saturday,18,23.0,117.0,count,140
Saturday,19,27.0,99.0,count,126
Saturday,20,8.0,58.0,count,66
Saturday,21,3.0,53.0,count,56
Saturday,22,12.0,58.0,count,70
Saturday,23,8.0,57.0,count,65
Sunday,0,4.0,43.0,count,47
Sunday,1,1.0,23.0,count,24
Sunday,2,3.0,27.0,count,30
Sunday,3,4.0,5.0,count,9
Sunday,4,4.0,3.0,count,7
Sunday,5,0.0,7.0,count,7
Sunday,6,2.0,13.0,count,15
Sunday,7,5.0,24.0,count,29
Sunday,8,14.0,50.0,count,64
Sunday,9,19.0,96.0,count,115
Sunday,10,60.0,188.0,count,248
Sunday,11,74.0,218.0,count,292
Sunday,12,78.0,243.0,count,321
Sunday,13,84.0,224.0,count,308
Sunday,14,61.0,195.0,count,256
Sunday,15,29.0,144.0,count,173
Sunday,16,44.0,162.0,count,206
Sunday,17,32.0,135.0,count,167
Sunday,18,16.0,158.0,count,174
Sunday,19,34.0,128.0,count,162
Sunday,20,16.0,71.0,count,87
Sunday,21,17.0,71.0,count,88
Sunday,22,9.0,55.0,count,64
Sunday,23,6.0,19.0,count,25
Monday,0,3.0,13.0,count,16
Monday,1,1.0,5.0,count,6
Monday,2,0.0,4.0,count,4
Monday,3,1.0,6.0,count,7
Monday,4,2.0,6.0,count,8
Monday,5,4.0,17.0,count,21
Monday,6,3.0,91.0,count,94
Monday,7,8.0,241.0,count,249
Monday,8,13.0,359.0,count,372
Monday,9,12.0,141.0,count,153
Monday,10,19.0,82.0,count,101
Monday,11,26.0,100.0,count,126
Monday,12,29.0,118.0,count,147
Monday,13,16.0,102.0,count,118
Monday,14,26.0,94.0,count,120
Monday,15,22.0,79.0,count,101
Monday,16,16.0,202.0,count,218
Monday,17,40.0,455.0,count,495
Monday,18,28.0,384.0,count,412
Monday,19,15.0,300.0,count,315
Monday,20,13.0,191.0,count,204
Monday,21,10.0,128.0,count,138
Monday,22,12.0,79.0,count,91
Monday,23,11.0,43.0,count,54
Tuesday,0,5.0,22.0,count,27
Tuesday,1,1.0,8.0,count,9
Tuesday,2,1.0,2.0,count,3
Tuesday,3,3.0,3.0,count,6
Tuesday,4,3.0,4.0,count,7
Tuesday,5,2.0,25.0,count,27
Tuesday,6,3.0,109.0,count,112
Tuesday,7,11.0,298.0,count,309
Tuesday,8,28.0,372.0,count,400
Tuesday,9,19.0,168.0,count,187
Tuesday,10,19.0,107.0,count,126
Tuesday,11,22.0,102.0,count,124
Tuesday,12,39.0,160.0,count,199
Tuesday,13,20.0,153.0,count,173
Tuesday,14,27.0,156.0,count,183
Tuesday,15,28.0,166.0,count,194
Tuesday,16,36.0,273.0,count,309
Tuesday,17,55.0,530.0,count,585
Tuesday,18,68.0,456.0,count,524
Tuesday,19,35.0,310.0,count,345
Tuesday,20,25.0,236.0,count,261
Tuesday,21,22.0,144.0,count,166
Tuesday,22,8.0,106.0,count,114
Tuesday,23,6.0,60.0,count,66
Wednesday,0,7.0,36.0,count,43
Wednesday,1,4.0,7.0,count,11
Wednesday,2,1.0,2.0,count,3
Wednesday,3,1.0,5.0,count,6
Wednesday,4,1.0,4.0,count,5
Wednesday,5,3.0,29.0,count,32
Wednesday,6,5.0,112.0,count,117
Wednesday,7,9.0,292.0,count,301
Wednesday,8,26.0,441.0,count,467
Wednesday,9,32.0,187.0,count,219
Wednesday,10,30.0,103.0,count,133
Wednesday,11,32.0,138.0,count,170
Wednesday,12,34.0,180.0,count,214
Wednesday,13,30.0,189.0,count,219
Wednesday,14,34.0,156.0,count,190
Wednesday,15,35.0,147.0,count,182
Wednesday,16,37.0,245.0,count,282
Wednesday,17,66.0,525.0,count,591
Wednesday,18,57.0,536.0,count,593
Wednesday,19,40.0,334.0,count,374
Wednesday,20,18.0,228.0,count,246
Wednesday,21,28.0,173.0,count,201
Wednesday,22,20.0,134.0,count,154
Wednesday,23,9.0,64.0,count,73
Thursday,0,6.0,34.0,count,40
Thursday,1,5.0,17.0,count,22
Thursday,2,2.0,8.0,count,10
Thursday,3,1.0,4.0,count,5
Thursday,4,0.0,5.0,count,5
Thursday,5,0.0,24.0,count,24
Thursday,6,4.0,110.0,count,114
Thursday,7,15.0,287.0,count,302
Thursday,8,20.0,437.0,count,457
Thursday,9,20.0,188.0,count,208
Thursday,10,24.0,105.0,count,129
Thursday,11,29.0,115.0,count,144
Thursday,12,46.0,180.0,count,226
Thursday,13,33.0,158.0,count,191
Thursday,14,56.0,139.0,count,195
Thursday,15,62.0,157.0,count,219
Thursday,16,51.0,272.0,count,323
Thursday,17,63.0,505.0,count,568
Thursday,18,59.0,479.0,count,538
Thursday,19,38.0,305.0,count,343
Thursday,20,29.0,231.0,count,260
Thursday,21,34.0,161.0,count,195
Thursday,22,24.0,124.0,count,148
Thursday,23,18.0,81.0,count,99
Friday,0,19.0,48.0,count,67
Friday,1,3.0,25.0,count,28
Friday,2,0.0,5.0,count,5
Friday,3,1.0,9.0,count,10
Friday,4,0.0,5.0,count,5
Friday,5,3.0,24.0,count,27
Friday,6,3.0,84.0,count,87
Friday,7,5.0,237.0,count,242
Friday,8,31.0,386.0,count,417
Friday,9,34.0,207.0,count,241
Friday,10,48.0,126.0,count,174
Friday,11,80.0,150.0,count,230
Friday,12,61.0,174.0,count,235
Friday,13,95.0,210.0,count,305
Friday,14,77.0,179.0,count,256
Friday,15,68.0,202.0,count,270
Friday,16,73.0,346.0,count,419
Friday,17,101.0,462.0,count,563
Friday,18,94.0,371.0,count,465
Friday,19,51.0,243.0,count,294
Friday,20,30.0,167.0,count,197
Friday,21,22.0,144.0,count,166
Friday,22,27.0,119.0,count,146
Friday,23,23.0,113.0,count,136
Saturday,0,17.0,72.0,count,89
Saturday,1,14.0,51.0,count,65
Saturday,2,4.0,41.0,count,45
Saturday,3,4.0,16.0,count,20
Saturday,4,3.0,7.0,count,10
Saturday,5,1.0,7.0,count,8
Saturday,6,6.0,16.0,count,22
Saturday,7,27.0,46.0,count,73
Saturday,8,14.0,89.0,count,103
Saturday,9,54.0,163.0,count,217
Saturday,10,120.0,217.0,count,337
Saturday,11,176.0,221.0,count,397
Saturday,12,191.0,255.0,count,446
Saturday,13,256.0,229.0,count,485
Saturday,14,251.0,214.0,count,465
Saturday,15,262.0,234.0,count,496
Saturday,16,221.0,230.0,count,451
Saturday,17,174.0,219.0,count,393
Saturday,18,135.0,224.0,count,359
Saturday,19,76.0,172.0,count,248
Saturday,20,78.0,124.0,count,202
Saturday,21,54.0,133.0,count,187
Saturday,22,45.0,104.0,count,149
Saturday,23,52.0,90.0,count,142
Sunday,0,46.0,83.0,count,129
Sunday,1,15.0,63.0,count,78
Sunday,2,20.0,35.0,count,55
Sunday,3,10.0,20.0,count,30
Sunday,4,7.0,7.0,count,14
Sunday,5,1.0,14.0,count,15
Sunday,6,7.0,14.0,count,21
Sunday,7,18.0,26.0,count,44
Sunday,8,25.0,82.0,count,107
Sunday,9,66.0,119.0,count,185
Sunday,10,155.0,210.0,count,365
Sunday,11,189.0,234.0,count,423
Sunday,12,212.0,243.0,count,455
Sunday,13,225.0,193.0,count,418
Sunday,14,272.0,228.0,count,500
Sunday,15,198.0,209.0,count,407
Sunday,16,223.0,247.0,count,470
Sunday,17,208.0,230.0,count,438
Sunday,18,186.0,228.0,count,414
Sunday,19,116.0,186.0,count,302
Sunday,20,59.0,134.0,count,193
Sunday,21,53.0,120.0,count,173
Sunday,22,48.0,104.0,count,152
Sunday,23,38.0,85.0,count,123
Monday,0,11.0,42.0,count,53
Monday,1,4.0,30.0,count,34
Monday,2,4.0,15.0,count,19
Monday,3,2.0,9.0,count,11
Monday,4,2.0,4.0,count,6
Monday,5,2.0,19.0,count,21
Monday,6,5.0,39.0,count,44
Monday,7,12.0,102.0,count,114
Monday,8,27.0,227.0,count,254
Monday,9,58.0,161.0,count,219
Monday,10,107.0,158.0,count,265
Monday,11,139.0,183.0,count,322
Monday,12,164.0,201.0,count,365
Monday,13,146.0,219.0,count,365
Monday,14,147.0,223.0,count,370
Monday,15,130.0,254.0,count,384
Monday,16,154.0,248.0,count,402
Monday,17,125.0,334.0,count,459
Monday,18,108.0,365.0,count,473
Monday,19,69.0,267.0,count,336
Monday,20,37.0,188.0,count,225
Monday,21,27.0,148.0,count,175
Monday,22,22.0,104.0,count,126
Monday,23,12.0,63.0,count,75
Tuesday,0,14.0,16.0,count,30
Tuesday,1,2.0,9.0,count,11
Tuesday,2,1.0,4.0,count,5
Tuesday,3,2.0,1.0,count,3
Tuesday,4,0.0,5.0,count,5
Tuesday,5,0.0,20.0,count,20
Tuesday,6,9.0,114.0,count,123
Tuesday,7,19.0,333.0,count,352
Tuesday,8,31.0,375.0,count,406
Tuesday,9,40.0,195.0,count,235
Tuesday,10,38.0,111.0,count,149
Tuesday,11,31.0,92.0,count,123
Tuesday,12,51.0,130.0,count,181
Tuesday,13,42.0,138.0,count,180
Tuesday,14,54.0,117.0,count,171
Tuesday,15,36.0,139.0,count,175
Tuesday,16,63.0,257.0,count,320
Tuesday,17,70.0,534.0,count,604
Tuesday,18,46.0,493.0,count,539
Tuesday,19,33.0,285.0,count,318
Tuesday,20,31.0,203.0,count,234
Tuesday,21,17.0,158.0,count,175
Tuesday,22,27.0,120.0,count,147
Tuesday,23,10.0,47.0,count,57
Wednesday,0,2.0,23.0,count,25
Wednesday,1,2.0,8.0,count,10
Wednesday,2,0.0,2.0,count,2
Wednesday,3,0.0,2.0,count,2
Wednesday,4,1.0,6.0,count,7
Wednesday,5,0.0,22.0,count,22
Wednesday,6,5.0,107.0,count,112
Wednesday,7,15.0,244.0,count,259
Wednesday,8,27.0,377.0,count,404
Wednesday,9,14.0,183.0,count,197
Wednesday,10,15.0,98.0,count,113
Wednesday,11,18.0,102.0,count,120
Wednesday,12,9.0,53.0,count,62
Wednesday,13,25.0,76.0,count,101
Wednesday,14,8.0,70.0,count,78
Wednesday,15,3.0,42.0,count,45
Wednesday,16,5.0,50.0,count,55
Wednesday,17,16.0,235.0,count,251
Wednesday,18,11.0,161.0,count,172
Wednesday,19,7.0,102.0,count,109
Wednesday,20,9.0,81.0,count,90
Wednesday,21,9.0,74.0,count,83
Wednesday,22,3.0,40.0,count,43
Wednesday,23,13.0,41.0,count,54
Thursday,0,1.0,14.0,count,15
Thursday,1,3.0,9.0,count,12
Thursday,2,0.0,4.0,count,4
Thursday,3,2.0,4.0,count,6
Thursday,4,2.0,5.0,count,7
Thursday,5,1.0,16.0,count,17
Thursday,6,1.0,51.0,count,52
Thursday,7,5.0,76.0,count,81
Thursday,8,10.0,199.0,count,209
Thursday,9,3.0,106.0,count,109
Thursday,10,16.0,53.0,count,69
Thursday,11,8.0,76.0,count,84
Thursday,12,10.0,95.0,count,105
Thursday,13,20.0,142.0,count,162
Thursday,14,22.0,111.0,count,133
Thursday,15,27.0,128.0,count,155
Thursday,16,36.0,240.0,count,276
Thursday,17,47.0,432.0,count,479
Thursday,18,20.0,248.0,count,268
Thursday,19,18.0,187.0,count,205
Thursday,20,15.0,166.0,count,181
Thursday,21,8.0,115.0,count,123
Thursday,22,13.0,101.0,count,114
Thursday,23,2.0,45.0,count,47
Friday,0,10.0,29.0,count,39
Friday,1,8.0,16.0,count,24
Friday,2,0.0,6.0,count,6
Friday,3,1.0,6.0,count,7
Friday,4,0.0,8.0,count,8
Friday,5,0.0,17.0,count,17
Friday,6,4.0,90.0,count,94
Friday,7,10.0,137.0,count,147
Friday,8,23.0,186.0,count,209
Friday,9,16.0,164.0,count,180
Friday,10,17.0,108.0,count,125
Friday,11,11.0,76.0,count,87
Friday,12,13.0,62.0,count,75
Friday,13,18.0,114.0,count,132
Friday,14,37.0,119.0,count,156
Friday,15,61.0,169.0,count,230
Friday,16,80.0,264.0,count,344
Friday,17,55.0,426.0,count,481
Friday,18,62.0,361.0,count,423
Friday,19,27.0,221.0,count,248
Friday,20,19.0,177.0,count,196
Friday,21,22.0,156.0,count,178
Friday,22,20.0,123.0,count,143
Friday,23,15.0,80.0,count,95
Saturday,0,18.0,88.0,count,106
Saturday,1,9.0,64.0,count,73
Saturday,2,17.0,39.0,count,56
Saturday,3,5.0,18.0,count,23
Saturday,4,0.0,6.0,count,6
Saturday,5,1.0,6.0,count,7
Saturday,6,5.0,15.0,count,20
Saturday,7,17.0,40.0,count,57
Saturday,8,24.0,101.0,count,125
Saturday,9,50.0,157.0,count,207
Saturday,10,115.0,207.0,count,322
Saturday,11,153.0,221.0,count,374
Saturday,12,195.0,261.0,count,456
Saturday,13,171.0,223.0,count,394
Saturday,14,242.0,230.0,count,472
Saturday,15,166.0,211.0,count,377
Saturday,16,179.0,264.0,count,443
Saturday,17,177.0,264.0,count,441
Saturday,18,121.0,251.0,count,372
Saturday,19,61.0,177.0,count,238
Saturday,20,42.0,137.0,count,179
Saturday,21,53.0,115.0,count,168
Saturday,22,45.0,121.0,count,166
Saturday,23,33.0,102.0,count,135
Sunday,0,22.0,85.0,count,107
Sunday,1,13.0,64.0,count,77
Sunday,2,13.0,52.0,count,65
Sunday,3,11.0,31.0,count,42
Sunday,4,5.0,7.0,count,12
Sunday,5,1.0,6.0,count,7
Sunday,6,3.0,7.0,count,10
Sunday,7,9.0,39.0,count,48
Sunday,8,28.0,71.0,count,99
Sunday,9,39.0,151.0,count,190
Sunday,10,121.0,226.0,count,347
Sunday,11,159.0,218.0,count,377
Sunday,12,167.0,277.0,count,444
Sunday,13,169.0,269.0,count,438
Sunday,14,204.0,258.0,count,462
Sunday,15,182.0,230.0,count,412
Sunday,16,177.0,289.0,count,466
Sunday,17,152.0,253.0,count,405
Sunday,18,102.0,226.0,count,328
Sunday,19,52.0,181.0,count,233
Sunday,20,49.0,129.0,count,178
Sunday,21,14.0,88.0,count,102
Sunday,22,42.0,88.0,count,130
Sunday,23,14.0,48.0,count,62
Monday,0,12.0,25.0,count,37
Monday,1,2.0,15.0,count,17
Monday,2,4.0,3.0,count,7
Monday,3,0.0,2.0,count,2
Monday,4,2.0,3.0,count,5
Monday,5,1.0,28.0,count,29
Monday,6,7.0,107.0,count,114
Monday,7,10.0,299.0,count,309
Monday,8,33.0,381.0,count,414
Monday,9,26.0,180.0,count,206
Monday,10,43.0,92.0,count,135
Monday,11,35.0,131.0,count,166
Monday,12,39.0,166.0,count,205
Monday,13,49.0,156.0,count,205
Monday,14,44.0,122.0,count,166
Monday,15,66.0,142.0,count,208
Monday,16,64.0,238.0,count,302
Monday,17,80.0,540.0,count,620
Monday,18,49.0,469.0,count,518
Monday,19,45.0,288.0,count,333
Monday,20,40.0,189.0,count,229
Monday,21,36.0,141.0,count,177
Monday,22,16.0,88.0,count,104
Monday,23,10.0,52.0,count,62
Tuesday,0,8.0,23.0,count,31
Tuesday,1,4.0,7.0,count,11
Tuesday,2,1.0,4.0,count,5
Tuesday,3,0.0,1.0,count,1
Tuesday,4,0.0,4.0,count,4
Tuesday,5,2.0,19.0,count,21
Tuesday,6,4.0,105.0,count,109
